model,trade_id,date,entry_timestamp,exit_timestamp,direction,entry_price,exit_price,shares,sizing_leverage,entry_equity,gross_pnl,costs,net_pnl,return_on_entry_notional,return_on_start_equity,pnl_per_share,exit_reason
A,45,2025-07-30,2025-07-30 10:30:00,2025-07-30 15:00:00,1,634.6105,630.9805,157,1.0,99927.62109999999,-569.9099999999993,1.413,-571.3229999999993,-0.0057342259543452165,-0.0057173681681890786,-3.6389999999999953,breakout_or_reverse
A,46,2025-07-30,2025-07-30 15:00:00,2025-07-30 16:00:00,-1,630.9805,632.7058,157,1.0,99927.62109999999,-270.87209999999175,1.413,-272.28509999999176,-0.002748579393499399,-0.0027248231970568924,-1.7342999999999476,session_close
A,47,2025-08-05,2025-08-05 10:30:00,2025-08-05 16:00:00,-1,628.1085,626.2337,157,1.0,99084.01299999999,294.3436000000079,1.413,292.93060000000787,0.002970505891896145,0.002956386112460018,1.86580000000005,session_close
A,48,2025-08-06,2025-08-06 11:00:00,2025-08-06 16:00:00,1,629.2354,631.0305,158,1.0,99376.9436,283.62579999998957,1.4220000000000002,282.20379999998954,0.002838524342400211,0.002839731126526511,1.7860999999999339,session_close
A,49,2025-08-07,2025-08-07 13:00:00,2025-08-07 16:00:00,-1,629.4947,630.5019,156,1.0,99659.14739999999,-157.12320000000182,1.4040000000000001,-158.5272000000018,-0.0016143106526552355,-0.001590693921589799,-1.0162000000000115,session_close
A,50,2025-08-12,2025-08-12 10:30:00,2025-08-12 16:00:00,1,637.5623,640.913,156,1.0,99500.62019999998,522.7091999999939,1.4040000000000001,521.3051999999939,0.005241370137475131,0.0052392155843064185,3.341699999999961,session_close
A,51,2025-08-19,2025-08-19 11:00:00,2025-08-19 16:00:00,-1,639.482,638.041,156,1.0,100021.92539999996,224.7959999999871,1.4040000000000001,223.3919999999871,0.002239312443508836,0.0022334303114703606,1.4319999999999173,session_close
A,52,2025-08-20,2025-08-20 10:30:00,2025-08-20 16:00:00,-1,632.1873,636.3457,158,1.0,100245.31739999994,-657.0271999999866,1.4220000000000002,-658.4491999999866,-0.00659203372165166,-0.006568378624336492,-4.167399999999915,session_close
A,53,2025-08-22,2025-08-22 10:30:00,2025-08-22 16:00:00,1,642.4683,643.5258,156,1.0,99586.86819999995,164.9700000000007,1.4040000000000001,163.5660000000007,0.0016319871346181665,0.0016424454645115629,1.0485000000000047,session_close
A,54,2025-08-28,2025-08-28 14:30:00,2025-08-28 16:00:00,1,646.8566,647.1258,154,1.0,99750.43419999995,41.45680000001062,1.3860000000000001,40.070800000010614,0.0004022529877565893,0.00040171053210323403,0.26020000000006893,session_close
A,55,2025-08-29,2025-08-29 11:00:00,2025-08-29 16:00:00,-1,641.9551,643.2665,155,1.0,99790.50499999996,-203.26699999998993,1.395,-204.66199999998992,-0.002056841670079317,-0.0020509165676633264,-1.320399999999935,session_close
A,56,2025-09-02,2025-09-02 11:00:00,2025-09-02 16:00:00,-1,635.887,638.4998,156,1.0,99585.84299999998,-407.59680000001663,1.4040000000000001,-409.0008000000166,-0.004123059600212155,-0.004107017500469587,-2.6218000000001065,session_close
A,57,2025-09-03,2025-09-03 11:00:00,2025-09-03 16:00:00,1,642.2094,641.9601,154,1.0,99176.84219999996,-38.392199999992044,1.3860000000000001,-39.77819999999205,-0.000402205262021933,-0.00040108355053063046,-0.25829999999994835,session_close
A,58,2025-09-04,2025-09-04 13:30:00,2025-09-04 16:00:00,1,645.0902,647.3253,154,1.0,99137.06399999997,344.20539999999824,1.3860000000000001,342.81939999999827,0.0034508352475359086,0.0034580346256774196,2.2260999999999886,session_close
A,59,2025-09-05,2025-09-05 10:30:00,2025-09-05 16:00:00,-1,644.7175,645.4504,153,1.0,99479.88339999996,-112.13369999999577,1.377,-113.51069999999578,-0.0011507365629131712,-0.0011410417475418535,-0.7418999999999724,session_close
A,60,2025-09-11,2025-09-11 11:30:00,2025-09-11 16:00:00,1,655.6323,655.8117,151,1.0,99366.37269999996,27.089399999998022,1.359,25.73039999999802,0.0002599017772614115,0.00025894474459364086,0.1703999999999869,session_close
A,61,2025-09-17,2025-09-17 10:30:00,2025-09-17 16:00:00,-1,657.3475,657.3574,151,1.0,99392.10309999996,-1.494900000002417,1.359,-2.853900000002417,-2.875191584362306e-05,-2.8713548772894596e-05,-0.018900000000016008,session_close
A,62,2025-09-18,2025-09-18 10:30:00,2025-09-18 16:00:00,1,662.6528,660.429,150,1.0,99389.24919999996,-333.56999999999744,1.35,-334.9199999999974,-0.0033694870073739712,-0.0033697809641970566,-2.232799999999983,session_close
A,63,2025-09-19,2025-09-19 15:30:00,2025-09-19 16:00:00,1,663.85,663.7,149,1.0,99054.32919999996,-22.349999999996612,1.341,-23.690999999996613,-0.0002395119379377529,-0.0002391717776631677,-0.15899999999997727,session_close
